IDENTIFICACION,DESCRIPCION,Niv1,Niv2,,Niv3,,Niv4,Num,Con,Des1,,Des2,Des3,Des4,Descripción,DERECHOS CAUSADOS BRUTO,DERECHOS CASTIGADOS,DEVOLUCIONES CAUSADAS,,DERECHOS CAUSADOS NETO,RECAUDO EN EFECTIVO,,,DEVOLUCIONES PAGADAS EFECTIVO,"TOTAL RECAUDO EFECTIVO
NETO",RECAUDO EN TITULOS,,,,DEVOLUCIONES PAGADAS TITULOS,TOTAL RECAUDOS TITULOS,RECAUDO EN COMPENSACIONES,TOTAL RECAUDO NETO,PENDIENTE DE COBRO ,,,
,,3,1,,2,,1,2,8,3,,,,,ASISTENCIA TECNICA,"181.782.131,00","0,00","0,00",,"181.782.131,00","181.782.131,00",,,"0,00","181.782.131,00","0,00",,,,"0,00","0,00","0,00","181.782.131,00","0,00",,,
,,3,1,,2,,7,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","45.416.172.286,17","0,00","212.492.859,59",,"45.203.679.426,58","45.416.172.286,17",,,"212.492.859,59","45.203.679.426,58","0,00",,,,"0,00","0,00","0,00","45.203.679.426,58","0,00",,,
,,3,1,,2,,7,1,,,,,,,TASAS,"45.382.765.967,17","0,00","212.492.859,59",,"45.170.273.107,58","45.382.765.967,17",,,"212.492.859,59","45.170.273.107,58","0,00",,,,"0,00","0,00","0,00","45.170.273.107,58","0,00",,,
,,3,1,,2,,7,1,15,,,,,,CONCESIONES,"45.382.765.967,17","0,00","212.492.859,59",,"45.170.273.107,58","45.382.765.967,17",,,"212.492.859,59","45.170.273.107,58","0,00",,,,"0,00","0,00","0,00","45.170.273.107,58","0,00",,,
,,3,1,,2,,7,2,,,,,,,MULTAS,"3.848.104,00","0,00","0,00",,"3.848.104,00","3.848.104,00",,,"0,00","3.848.104,00","0,00",,,,"0,00","0,00","0,00","3.848.104,00","0,00",,,
,,3,1,,2,,7,2,1,,,,,,MULTAS,"3.848.104,00","0,00","0,00",,"3.848.104,00","3.848.104,00",,,"0,00","3.848.104,00","0,00",,,,"0,00","0,00","0,00","3.848.104,00","0,00",,,
,,3,1,,2,,7,3,,,,,,,SANCIONES,"29.558.215,00","0,00","0,00",,"29.558.215,00","29.558.215,00",,,"0,00","29.558.215,00","0,00",,,,"0,00","0,00","0,00","29.558.215,00","0,00",,,
,,3,1,,2,,7,3,1,,,,,,SANCIONES,"29.558.215,00","0,00","0,00",,"29.558.215,00","29.558.215,00",,,"0,00","29.558.215,00","0,00",,,,"0,00","0,00","0,00","29.558.215,00","0,00",,,
,,3,1,,2,,8,,,,,,,,OTROS INGRESOS,"112.524.090,50","0,00","0,00",,"112.524.090,50","112.524.090,50",,,"0,00","112.524.090,50","0,00",,,,"0,00","0,00","0,00","112.524.090,50","0,00",,,
,,3,1,,2,,8,2,,,,,,,EXTRAORDINARIOS,"112.524.090,50","0,00","0,00",,"112.524.090,50","112.524.090,50",,,"0,00","112.524.090,50","0,00",,,,"0,00","0,00","0,00","112.524.090,50","0,00",,,
,,3,1,,2,,8,2,2,,,,,,APROVECHAMIENTOS,"323.518,50","0,00","0,00",,"323.518,50","323.518,50",,,"0,00","323.518,50","0,00",,,,"0,00","0,00","0,00","323.518,50","0,00",,,
,,3,1,,2,,8,2,3,,,,,,INDEMNIZACIONES,"106.771.736,00","0,00","0,00",,"106.771.736,00","106.771.736,00",,,"0,00","106.771.736,00","0,00",,,,"0,00","0,00","0,00","106.771.736,00","0,00",,,
,,3,1,,2,,8,2,7,,,,,,FOTOCOPIAS,"5.428.836,00","0,00","0,00",,"5.428.836,00","5.428.836,00",,,"0,00","5.428.836,00","0,00",,,,"0,00","0,00","0,00","5.428.836,00","0,00",,,
,,3,2,,,,,,,,,,,,B-RECURSOS DE CAPITAL,"42.926.567.865,57","0,00","0,00",,"42.926.567.865,57","42.926.567.865,57",,,"0,00","42.926.567.865,57","0,00",,,,"0,00","0,00","0,00","42.926.567.865,57","0,00",,,
,,3,2,,3,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"51.062.074,47","0,00","0,00",,"51.062.074,47","51.062.074,47",,,"0,00","51.062.074,47","0,00",,,,"0,00","0,00","0,00","51.062.074,47","0,00",,,
,,3,2,,3,,0,3,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"51.062.074,47","0,00","0,00",,"51.062.074,47","51.062.074,47",,,"0,00","51.062.074,47","0,00",,,,"0,00","0,00","0,00","51.062.074,47","0,00",,,
,,3,2,,5,,2,,,,,,,,EXCEDENTES FINANCIEROS,"31.174.000.000,00","0,00","0,00",,"31.174.000.000,00","31.174.000.000,00",,,"0,00","31.174.000.000,00","0,00",,,,"0,00","0,00","0,00","31.174.000.000,00","0,00",,,
,,3,2,,5,,2,1,,,,,,,EXCEDENTES FINANCIEROS,"31.174.000.000,00","0,00","0,00",,"31.174.000.000,00","31.174.000.000,00",,,"0,00","31.174.000.000,00","0,00",,,,"0,00","0,00","0,00","31.174.000.000,00","0,00",,,
,,3,2,,5,,4,,,,,,,,RECUPERACION DE CARTERA,"8.109.586.220,05","0,00","0,00",,"8.109.586.220,05","8.109.586.220,05",,,"0,00","8.109.586.220,05","0,00",,,,"0,00","0,00","0,00","8.109.586.220,05","0,00",,,
,,3,2,,5,,4,2,,,,,,,OTRAS RECUPERACIONES,"8.109.586.220,05","0,00","0,00",,"8.109.586.220,05","8.109.586.220,05",,,"0,00","8.109.586.220,05","0,00",,,,"0,00","0,00","0,00","8.109.586.220,05","0,00",,,
,,3,2,,5,,5,,,,,,,,OTROS RECURSOS DEL BALANCE,"3.591.919.571,05","0,00","0,00",,"3.591.919.571,05","3.591.919.571,05",,,"0,00","3.591.919.571,05","0,00",,,,"0,00","0,00","0,00","3.591.919.571,05","0,00",,,
,,3,2,,5,,5,1,,,,,,,REINTEGROS VIGENCIA ANTERIOR,"1.111.505.143,10","0,00","0,00",,"1.111.505.143,10","1.111.505.143,10",,,"0,00","1.111.505.143,10","0,00",,,,"0,00","0,00","0,00","1.111.505.143,10","0,00",,,
,,3,2,,5,,5,1,1,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"1.083.477.948,10","0,00","0,00",,"1.083.477.948,10","1.083.477.948,10",,,"0,00","1.083.477.948,10","0,00",,,,"0,00","0,00","0,00","1.083.477.948,10","0,00",,,
,,3,2,,5,,5,1,4,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"28.027.195,00","0,00","0,00",,"28.027.195,00","28.027.195,00",,,"0,00","28.027.195,00","0,00",,,,"0,00","0,00","0,00","28.027.195,00","0,00",,,
,,3,2,,5,,5,2,,,,,,,INTERESES DE MORA,"2.480.414.427,95","0,00","0,00",,"2.480.414.427,95","2.480.414.427,95",,,"0,00","2.480.414.427,95","0,00",,,,"0,00","0,00","0,00","2.480.414.427,95","0,00",,,
22-01-01,MINISTERIO EDUCACION NACIONAL - GESTION GENERAL,1,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,"9.352.006,42","0,00","0,00",,"9.352.006,42","9.352.006,42",,,"0,00","9.352.006,42","0,00",,,,"0,00","0,00","0,00","9.352.006,42","0,00",,,
,,1,2,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,"9.352.006,42","0,00","0,00",,"9.352.006,42","9.352.006,42",,,"0,00","9.352.006,42","0,00",,,,"0,00","0,00","0,00","9.352.006,42","0,00",,,
,,1,2,,1,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","9.352.006,42","0,00","0,00",,"9.352.006,42","9.352.006,42",,,"0,00","9.352.006,42","0,00",,,,"0,00","0,00","0,00","9.352.006,42","0,00",,,
,,1,2,,1,,0,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","9.352.006,42","0,00","0,00",,"9.352.006,42","9.352.006,42",,,"0,00","9.352.006,42","0,00",,,,"0,00","0,00","0,00","9.352.006,42","0,00",,,
,,1,2,,1,,0,2,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","9.352.006,42","0,00","0,00",,"9.352.006,42","9.352.006,42",,,"0,00","9.352.006,42","0,00",,,,"0,00","0,00","0,00","9.352.006,42","0,00",,,
,,1,2,,1,,0,2,1,,,,,,TASAS,"632.120,00","0,00","0,00",,"632.120,00","632.120,00",,,"0,00","632.120,00","0,00",,,,"0,00","0,00","0,00","632.120,00","0,00",,,
,,1,2,,1,,0,2,1,3,,,,,CREDENCIALES Y CARNETS,"632.120,00","0,00","0,00",,"632.120,00","632.120,00",,,"0,00","632.120,00","0,00",,,,"0,00","0,00","0,00","632.120,00","0,00",,,
,,1,2,,1,,0,2,3,,,,,,SANCIONES,"8.719.886,42","0,00","0,00",,"8.719.886,42","8.719.886,42",,,"0,00","8.719.886,42","0,00",,,,"0,00","0,00","0,00","8.719.886,42","0,00",,,
,,1,2,,1,,0,2,3,4,,,,,SANCIONES DISCIPLINARIAS,"5.806.886,42","0,00","0,00",,"5.806.886,42","5.806.886,42",,,"0,00","5.806.886,42","0,00",,,,"0,00","0,00","0,00","5.806.886,42","0,00",,,
,,1,2,,1,,0,2,3,5,,,,,SANCIONES CONTRACTUALES,"2.913.000,00","0,00","0,00",,"2.913.000,00","2.913.000,00",,,"0,00","2.913.000,00","0,00",,,,"0,00","0,00","0,00","2.913.000,00","0,00",,,
,,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"338.544.650.072,87","0,00","529.333.830,48",,"338.015.316.242,39","338.544.650.072,87",,,"530.711.812,48","338.013.938.260,39","0,00",,,,"0,00","0,00","0,00","338.013.938.260,39","1.377.982,00",,,
,,2,4,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"121.684.640.233,81","0,00","0,00",,"121.684.640.233,81","121.684.640.233,81",,,"0,00","121.684.640.233,81","0,00",,,,"0,00","0,00","0,00","121.684.640.233,81","0,00",,,
,,2,4,,0,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"121.684.640.233,81","0,00","0,00",,"121.684.640.233,81","121.684.640.233,81",,,"0,00","121.684.640.233,81","0,00",,,,"0,00","0,00","0,00","121.684.640.233,81","0,00",,,
,,2,4,,0,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"121.684.640.233,81","0,00","0,00",,"121.684.640.233,81","121.684.640.233,81",,,"0,00","121.684.640.233,81","0,00",,,,"0,00","0,00","0,00","121.684.640.233,81","0,00",,,
,,2,4,,0,,0,1,,,,,,,RENDIMIENTOS FINANCIEROS,"121.684.640.233,81","0,00","0,00",,"121.684.640.233,81","121.684.640.233,81",,,"0,00","121.684.640.233,81","0,00",,,,"0,00","0,00","0,00","121.684.640.233,81","0,00",,,
,,2,4,,0,,0,1,1,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,"119.851.157.760,28","0,00","0,00",,"119.851.157.760,28","119.851.157.760,28",,,"0,00","119.851.157.760,28","0,00",,,,"0,00","0,00","0,00","119.851.157.760,28","0,00",,,
,,2,4,,0,,0,1,7,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"1.833.482.473,53","0,00","0,00",,"1.833.482.473,53","1.833.482.473,53",,,"0,00","1.833.482.473,53","0,00",,,,"0,00","0,00","0,00","1.833.482.473,53","0,00",,,
,,2,7,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"200.029.394.713,00","0,00","0,00",,"200.029.394.713,00","200.029.394.713,00",,,"0,00","200.029.394.713,00","0,00",,,,"0,00","0,00","0,00","200.029.394.713,00","0,00",,,
,,2,7,,0,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"200.029.394.713,00","0,00","0,00",,"200.029.394.713,00","200.029.394.713,00",,,"0,00","200.029.394.713,00","0,00",,,,"0,00","0,00","0,00","200.029.394.713,00","0,00",,,
,,2,7,,0,,0,,,,,,,,OTROS RECURSOS DE CAPITAL,"200.029.394.713,00","0,00","0,00",,"200.029.394.713,00","200.029.394.713,00",,,"0,00","200.029.394.713,00","0,00",,,,"0,00","0,00","0,00","200.029.394.713,00","0,00",,,
,,2,7,,0,,0,1,,,,,,,OTROS ,"200.029.394.713,00","0,00","0,00",,"200.029.394.713,00","200.029.394.713,00",,,"0,00","200.029.394.713,00","0,00",,,,"0,00","0,00","0,00","200.029.394.713,00","0,00",,,
,,2,7,,0,,0,1,1,,,,,,CONVENIOS INSTITUCIONALES,"29.394.713,00","0,00","0,00",,"29.394.713,00","29.394.713,00",,,"0,00","29.394.713,00","0,00",,,,"0,00","0,00","0,00","29.394.713,00","0,00",,,
,,2,7,,0,,0,1,5,,,,,,APORTES OTRAS ENTIDADES,"200.000.000.000,00","0,00","0,00",,"200.000.000.000,00","200.000.000.000,00",,,"0,00","200.000.000.000,00","0,00",,,,"0,00","0,00","0,00","200.000.000.000,00","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"16.797.551.245,91","0,00","529.333.830,48",,"16.268.217.415,43","16.797.551.245,91",,,"530.711.812,48","16.266.839.433,43","0,00",,,,"0,00","0,00","0,00","16.266.839.433,43","1.377.982,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"16.797.551.245,91","0,00","529.333.830,48",,"16.268.217.415,43","16.797.551.245,91",,,"530.711.812,48","16.266.839.433,43","0,00",,,,"0,00","0,00","0,00","16.266.839.433,43","1.377.982,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"16.797.551.245,91","0,00","529.333.830,48",,"16.268.217.415,43","16.797.551.245,91",,,"530.711.812,48","16.266.839.433,43","0,00",,,,"0,00","0,00","0,00","16.266.839.433,43","1.377.982,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"16.797.551.245,91","0,00","529.333.830,48",,"16.268.217.415,43","16.797.551.245,91",,,"530.711.812,48","16.266.839.433,43","0,00",,,,"0,00","0,00","0,00","16.266.839.433,43","1.377.982,00",,,
,,2,8,,0,,0,1,3,,,,,,FOTOCOPIAS,"798.371,00","0,00","0,00",,"798.371,00","798.371,00",,,"0,00","798.371,00","0,00",,,,"0,00","0,00","0,00","798.371,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"16.796.752.874,91","0,00","529.333.830,48",,"16.267.419.044,43","16.796.752.874,91",,,"530.711.812,48","16.266.041.062,43","0,00",,,,"0,00","0,00","0,00","16.266.041.062,43","1.377.982,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"288.394.619,00","0,00","0,00",,"288.394.619,00","288.394.619,00",,,"0,00","288.394.619,00","0,00",,,,"0,00","0,00","0,00","288.394.619,00","0,00",,,
,,2,8,,0,,0,1,9,3,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,"16.206.744.510,91","0,00","529.333.830,48",,"15.677.410.680,43","16.206.744.510,91",,,"530.711.812,48","15.676.032.698,43","0,00",,,,"0,00","0,00","0,00","15.676.032.698,43","1.377.982,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"301.613.745,00","0,00","0,00",,"301.613.745,00","301.613.745,00",,,"0,00","301.613.745,00","0,00",,,,"0,00","0,00","0,00","301.613.745,00","0,00",,,
,,2,9,,,,,,,,,,,,RECUPERACION DE CARTERA,"33.063.880,15","0,00","0,00",,"33.063.880,15","33.063.880,15",,,"0,00","33.063.880,15","0,00",,,,"0,00","0,00","0,00","33.063.880,15","0,00",,,
,,2,9,,0,,,,,,,,,,RECUPERACION DE CARTERA,"33.063.880,15","0,00","0,00",,"33.063.880,15","33.063.880,15",,,"0,00","33.063.880,15","0,00",,,,"0,00","0,00","0,00","33.063.880,15","0,00",,,
,,2,9,,0,,0,,,,,,,,RECUPERACION DE CARTERA,"33.063.880,15","0,00","0,00",,"33.063.880,15","33.063.880,15",,,"0,00","33.063.880,15","0,00",,,,"0,00","0,00","0,00","33.063.880,15","0,00",,,
,,2,9,,0,,0,1,,,,,,,RECUPERACION DE CARTERA,"33.063.880,15","0,00","0,00",,"33.063.880,15","33.063.880,15",,,"0,00","33.063.880,15","0,00",,,,"0,00","0,00","0,00","33.063.880,15","0,00",,,
,,2,9,,0,,0,1,5,,,,,,RECUPERACIONES,"33.063.880,15","0,00","0,00",,"33.063.880,15","33.063.880,15",,,"0,00","33.063.880,15","0,00",,,,"0,00","0,00","0,00","33.063.880,15","0,00",,,
,,5,,,,,,,,,,,,,RENTAS PARAFISCALES,"1.972.293.272.881,33","0,00","0,00",,"1.972.293.272.881,33","1.972.293.272.881,33",,,"0,00","1.972.293.272.881,33","0,00",,,,"0,00","0,00","0,00","1.972.293.272.881,33","0,00",,,
,,5,0,,,,,,,,,,,,RENTAS PARAFISCALES,"1.972.293.272.881,33","0,00","0,00",,"1.972.293.272.881,33","1.972.293.272.881,33",,,"0,00","1.972.293.272.881,33","0,00",,,,"0,00","0,00","0,00","1.972.293.272.881,33","0,00",,,
,,5,0,,0,,,,,,,,,,RENTAS PARAFISCALES,"1.972.293.272.881,33","0,00","0,00",,"1.972.293.272.881,33","1.972.293.272.881,33",,,"0,00","1.972.293.272.881,33","0,00",,,,"0,00","0,00","0,00","1.972.293.272.881,33","0,00",,,
,,5,0,,0,,0,,,,,,,,RENTAS PARAFISCALES,"1.972.293.272.881,33","0,00","0,00",,"1.972.293.272.881,33","1.972.293.272.881,33",,,"0,00","1.972.293.272.881,33","0,00",,,,"0,00","0,00","0,00","1.972.293.272.881,33","0,00",,,
,,5,0,,0,,0,1,,,,,,,FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO,"1.972.293.272.881,33","0,00","0,00",,"1.972.293.272.881,33","1.972.293.272.881,33",,,"0,00","1.972.293.272.881,33","0,00",,,,"0,00","0,00","0,00","1.972.293.272.881,33","0,00",,,
,,5,0,,0,,0,1,2,,,,,,AFILIADO PENSIONES,"919.598.193.972,00","0,00","0,00",,"919.598.193.972,00","919.598.193.972,00",,,"0,00","919.598.193.972,00","0,00",,,,"0,00","0,00","0,00","919.598.193.972,00","0,00",,,
,,5,0,,0,,0,1,3,,,,,,AFILIADO SALUD  ,"1.035.282.127.041,00","0,00","0,00",,"1.035.282.127.041,00","1.035.282.127.041,00",,,"0,00","1.035.282.127.041,00","0,00",,,,"0,00","0,00","0,00","1.035.282.127.041,00","0,00",,,
,,5,0,,0,,0,1,4,,,,,,RENDIMIENTO DE INVERSIONES,"17.412.951.868,33","0,00","0,00",,"17.412.951.868,33","17.412.951.868,33",,,"0,00","17.412.951.868,33","0,00",,,,"0,00","0,00","0,00","17.412.951.868,33","0,00",,,
,,6,,,,,,,,,,,,,FONDOS ESPECIALES,"2.218.384.136.444,70","0,00","708.883.888,87",,"2.217.675.252.555,83","2.218.384.136.444,70",,,"708.883.888,87","2.217.675.252.555,83","0,00",,,,"0,00","0,00","0,00","2.217.675.252.555,83","0,00",,,
,,6,0,,,,,,,,,,,,FONDOS ESPECIALES,"2.218.384.136.444,70","0,00","708.883.888,87",,"2.217.675.252.555,83","2.218.384.136.444,70",,,"708.883.888,87","2.217.675.252.555,83","0,00",,,,"0,00","0,00","0,00","2.217.675.252.555,83","0,00",,,
,,6,0,,0,,,,,,,,,,FONDOS ESPECIALES,"2.218.384.136.444,70","0,00","708.883.888,87",,"2.217.675.252.555,83","2.218.384.136.444,70",,,"708.883.888,87","2.217.675.252.555,83","0,00",,,,"0,00","0,00","0,00","2.217.675.252.555,83","0,00",,,
,,6,0,,0,,0,,,,,,,,FONDOS ESPECIALES,"2.218.384.136.444,70","0,00","708.883.888,87",,"2.217.675.252.555,83","2.218.384.136.444,70",,,"708.883.888,87","2.217.675.252.555,83","0,00",,,,"0,00","0,00","0,00","2.217.675.252.555,83","0,00",,,
,,6,0,,0,,0,19,,,,,,,ESCUELAS INDUSTRIALES E INSTITUTOS TECNICOS,"317.849.405.708,08","0,00","539.115.371,35",,"317.310.290.336,73","317.849.405.708,08",,,"539.115.371,35","317.310.290.336,73","0,00",,,,"0,00","0,00","0,00","317.310.290.336,73","0,00",,,
,,6,0,,0,,0,19,1,,,,,,APORTES LEY 21 ,"298.181.578.862,94","0,00","5.220.677,00",,"298.176.358.185,94","298.181.578.862,94",,,"5.220.677,00","298.176.358.185,94","0,00",,,,"0,00","0,00","0,00","298.176.358.185,94","0,00",,,
,,6,0,,0,,0,19,2,,,,,,RENDIMIENTOS FINANCIEROS ,"4.173.918.520,79","0,00","0,00",,"4.173.918.520,79","4.173.918.520,79",,,"0,00","4.173.918.520,79","0,00",,,,"0,00","0,00","0,00","4.173.918.520,79","0,00",,,
,,6,0,,0,,0,19,3,,,,,,INTERESES MORATORIOS,"159.803.553,56","0,00","0,00",,"159.803.553,56","159.803.553,56",,,"0,00","159.803.553,56","0,00",,,,"0,00","0,00","0,00","159.803.553,56","0,00",,,
,,6,0,,0,,0,19,4,,,,,,APORTES LEY 21 VIGENCIAS ANTERIORES,"15.334.104.770,79","0,00","533.894.694,35",,"14.800.210.076,44","15.334.104.770,79",,,"533.894.694,35","14.800.210.076,44","0,00",,,,"0,00","0,00","0,00","14.800.210.076,44","0,00",,,
,,6,0,,0,,0,55,,,,,,,FONDO RECURSOS MONITOREO YVIGILANCIA EDUCACION SUPERIOR,"19.287.172.087,87","0,00","2.717.936,52",,"19.284.454.151,35","19.287.172.087,87",,,"2.717.936,52","19.284.454.151,35","0,00",,,,"0,00","0,00","0,00","19.284.454.151,35","0,00",,,
,,6,0,,0,,0,55,2,,,,,,"CERTIFICACIONES,HOMOLOGACIONES Y CONVALIDACIONES","19.287.172.087,87","0,00","2.717.936,52",,"19.284.454.151,35","19.287.172.087,87",,,"2.717.936,52","19.284.454.151,35","0,00",,,,"0,00","0,00","0,00","19.284.454.151,35","0,00",,,
,,6,0,,0,,0,56,,,,,,,FONDO FONPET MAGISTERIO,"1.793.613.956.423,00","0,00","0,00",,"1.793.613.956.423,00","1.793.613.956.423,00",,,"0,00","1.793.613.956.423,00","0,00",,,,"0,00","0,00","0,00","1.793.613.956.423,00","0,00",,,
,,6,0,,0,,0,56,1,,,,,, AMORTIZACION DE LA DEUDA ENTES TERRITORIALES (PARAGRAFO 4 DEL ART 18 LEY 115/2001),"1.793.613.956.423,00","0,00","0,00",,"1.793.613.956.423,00","1.793.613.956.423,00",,,"0,00","1.793.613.956.423,00","0,00",,,,"0,00","0,00","0,00","1.793.613.956.423,00","0,00",,,
,,6,0,,0,,0,75,,,,,,,FONDO NACIONAL DE LAS UNIVERSIDADES ESTATALES DE COLOMBIA,"87.633.602.225,75","0,00","167.050.581,00",,"87.466.551.644,75","87.633.602.225,75",,,"167.050.581,00","87.466.551.644,75","0,00",,,,"0,00","0,00","0,00","87.466.551.644,75","0,00",,,
,,6,0,,0,,0,75,1,,,,,,ESTAMPILLA PRO-UNIVERSIDAD,"87.633.602.225,75","0,00","167.050.581,00",,"87.466.551.644,75","87.633.602.225,75",,,"167.050.581,00","87.466.551.644,75","0,00",,,,"0,00","0,00","0,00","87.466.551.644,75","0,00",,,
22-09-00,INSTITUTO NACIONAL PARA SORDOS (INSOR),2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"50.798.452,73","0,00","0,00",,"50.798.452,73","50.798.452,73",,,"0,00","50.798.452,73","0,00",,,,"0,00","0,00","0,00","50.798.452,73","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"50.798.452,73","0,00","0,00",,"50.798.452,73","50.798.452,73",,,"0,00","50.798.452,73","0,00",,,,"0,00","0,00","0,00","50.798.452,73","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"50.798.452,73","0,00","0,00",,"50.798.452,73","50.798.452,73",,,"0,00","50.798.452,73","0,00",,,,"0,00","0,00","0,00","50.798.452,73","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"50.798.452,73","0,00","0,00",,"50.798.452,73","50.798.452,73",,,"0,00","50.798.452,73","0,00",,,,"0,00","0,00","0,00","50.798.452,73","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"50.798.452,73","0,00","0,00",,"50.798.452,73","50.798.452,73",,,"0,00","50.798.452,73","0,00",,,,"0,00","0,00","0,00","50.798.452,73","0,00",,,
,,2,8,,0,,0,1,2,,,,,,APROVECHAMIENTOS,"44.158,73","0,00","0,00",,"44.158,73","44.158,73",,,"0,00","44.158,73","0,00",,,,"0,00","0,00","0,00","44.158,73","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"50.754.294,00","0,00","0,00",,"50.754.294,00","50.754.294,00",,,"0,00","50.754.294,00","0,00",,,,"0,00","0,00","0,00","50.754.294,00","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"50.754.294,00","0,00","0,00",,"50.754.294,00","50.754.294,00",,,"0,00","50.754.294,00","0,00",,,,"0,00","0,00","0,00","50.754.294,00","0,00",,,
,,3,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,"1.231.386.654,84","0,00","0,00",,"1.231.386.654,84","1.397.749.654,84",,,"0,00","1.397.749.654,84","0,00",,,,"0,00","0,00","0,00","1.397.749.654,84","-166.363.000,00",,,
,,3,1,,,,,,,,,,,, A-INGRESOS CORRIENTES,"1.033.706.328,84","0,00","0,00",,"1.033.706.328,84","1.200.069.328,84",,,"0,00","1.200.069.328,84","0,00",,,,"0,00","0,00","0,00","1.200.069.328,84","-166.363.000,00",,,
,,3,1,,2,,,,,,,,,,NO TRIBUTARIOS,"1.033.706.328,84","0,00","0,00",,"1.033.706.328,84","1.200.069.328,84",,,"0,00","1.200.069.328,84","0,00",,,,"0,00","0,00","0,00","1.200.069.328,84","-166.363.000,00",,,
,,3,1,,2,,1,,,,,,,,VENTA DE BIENES Y SERVICIOS,"1.033.704.479,00","0,00","0,00",,"1.033.704.479,00","1.200.067.479,00",,,"0,00","1.200.067.479,00","0,00",,,,"0,00","0,00","0,00","1.200.067.479,00","-166.363.000,00",,,
,,3,1,,2,,1,2,,,,,,,VENTA DE SERVICIOS,"1.033.704.479,00","0,00","0,00",,"1.033.704.479,00","1.200.067.479,00",,,"0,00","1.200.067.479,00","0,00",,,,"0,00","0,00","0,00","1.200.067.479,00","-166.363.000,00",,,
,,3,1,,2,,1,2,1,,,,,,SERVICIOS EDUCATIVOS,"679.104.479,00","0,00","0,00",,"679.104.479,00","811.267.479,00",,,"0,00","811.267.479,00","0,00",,,,"0,00","0,00","0,00","811.267.479,00","-132.163.000,00",,,
,,3,1,,2,,1,2,1,9,,,,,SERVICIOS CONEXOS A LA EDUCACION,"679.104.479,00","0,00","0,00",,"679.104.479,00","811.267.479,00",,,"0,00","811.267.479,00","0,00",,,,"0,00","0,00","0,00","811.267.479,00","-132.163.000,00",,,
,,3,1,,2,,1,2,8,,,,,,OTROS SERVICIOS,"354.600.000,00","0,00","0,00",,"354.600.000,00","388.800.000,00",,,"0,00","388.800.000,00","0,00",,,,"0,00","0,00","0,00","388.800.000,00","-34.200.000,00",,,
,,3,1,,2,,1,2,8,4,,,,,SERVICIOS INFORMATIVOS,"354.600.000,00","0,00","0,00",,"354.600.000,00","388.800.000,00",,,"0,00","388.800.000,00","0,00",,,,"0,00","0,00","0,00","388.800.000,00","-34.200.000,00",,,
