IDENTIFICACION,DESCRIPCION,,,Niv1,Niv2,Niv3,Niv4,Num,Con,Des1,Des2,Des3,Des4,Des5,Des6,Des7,Des8,Des9,Des10,Des11,Des12,Des13,,,Des14,Descripción,,,AFORO INICIAL,,MODIFICACIONES AFORO,AFORO VIGENTE,RECAUDO EN EFECTIVO MES,,,,RECAUDO EN EFECTIVO ACUMULADO,DEVOLUCIONES PAGADAS ACUMULADAS,RECAUDO EN EFECTIVO ACUMULADO NETO,SALDO DE AFORO POR RECAUDAR
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"50.000.000,00",,"21.750.000.000,00","21.800.000.000,00","4.471.443.451,00",,,,"20.999.616.868,39","0,00","20.999.616.868,39","800.383.131,61"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"50.000.000,00",,"21.750.000.000,00","21.800.000.000,00","4.471.443.451,00",,,,"20.999.616.868,39","0,00","20.999.616.868,39","800.383.131,61"
,,,,3,1,2,6,,,,,,,,,,,,,,,,,,,APORTES DE OTRAS ENTIDADES,,,"0,00",,"21.750.000.000,00","21.750.000.000,00","4.429.352.997,00",,,,"20.938.988.620,00","0,00","20.938.988.620,00","811.011.380,00"
,,,,3,1,2,6,1,,,,,,,,,,,,,,,,,,APORTES DE OTRAS ENTIDADES,,,"0,00",,"0,00","0,00","4.429.352.997,00",,,,"20.938.988.620,00","0,00","20.938.988.620,00","-20.938.988.620,00"
,,,,3,1,2,6,1,5,,,,,,,,,,,,,,,,,APORTES PENSIONES Y CUOTAS PARTES PENSIONALES,,,"0,00",,"0,00","0,00","4.429.352.997,00",,,,"20.938.988.620,00","0,00","20.938.988.620,00","-20.938.988.620,00"
,,,,3,1,2,6,1,5,2,,,,,,,,,,,,,,,,CUOTAS PARTES PENSIONALES,,,"0,00",,"0,00","0,00","4.429.352.997,00",,,,"20.938.988.620,00","0,00","20.938.988.620,00","-20.938.988.620,00"
,,,,3,1,2,6,1,5,2,1,,,,,,,,,,,,,,,CUOTAS PARTES PENSIONALES- ADMINISTRADORAS,,,"0,00",,"0,00","0,00","4.429.352.997,00",,,,"20.938.988.620,00","0,00","20.938.988.620,00","-20.938.988.620,00"
,,,,3,1,2,7,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"17.493.916,39","0,00","17.493.916,39","-17.493.916,39"
,,,,3,1,2,7,1,,,,,,,,,,,,,,,,,,TASAS,,,"0,00",,"0,00","0,00","0,00",,,,"17.493.916,39","0,00","17.493.916,39","-17.493.916,39"
,,,,3,1,2,7,1,7,,,,,,,,,,,,,,,,,ARRENDAMIENTOS,,,"0,00",,"0,00","0,00","0,00",,,,"17.493.916,39","0,00","17.493.916,39","-17.493.916,39"
,,,,3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,,,"50.000.000,00",,"0,00","50.000.000,00","42.090.454,00",,,,"43.134.332,00","0,00","43.134.332,00","6.865.668,00"
,,,,3,1,2,8,2,,,,,,,,,,,,,,,,,,EXTRAORDINARIOS,,,"0,00",,"0,00","0,00","42.090.454,00",,,,"43.134.332,00","0,00","43.134.332,00","-43.134.332,00"
,,,,3,1,2,8,2,1,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"0,00",,"0,00","0,00","41.926.954,00",,,,"41.926.954,00","0,00","41.926.954,00","-41.926.954,00"
,,,,3,1,2,8,2,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","0,00",,,,"80.858,00","0,00","80.858,00","-80.858,00"
,,,,3,1,2,8,2,7,,,,,,,,,,,,,,,,,FOTOCOPIAS,,,"0,00",,"0,00","0,00","163.500,00",,,,"1.126.520,00","0,00","1.126.520,00","-1.126.520,00"
,,,,3,2,,,,,,,,,,,,,,,,,,,,,B-RECURSOS DE CAPITAL,,,"9.859.000.000,00",,"0,00","9.859.000.000,00","8.576.130.216,44",,,,"13.992.183.725,44","0,00","13.992.183.725,44","-4.133.183.725,44"
,,,,3,2,3,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"3.140.000.000,00",,"0,00","3.140.000.000,00","3.370.503.676,80",,,,"5.167.995.747,80","0,00","5.167.995.747,80","-2.027.995.747,80"
,,,,3,2,3,0,7,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS DE INVERSIONES,,,"0,00",,"0,00","0,00","202.983.059,80",,,,"202.983.059,80","0,00","202.983.059,80","-202.983.059,80"
,,,,3,2,3,0,8,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,,,"0,00",,"0,00","0,00","3.167.520.617,00",,,,"4.965.012.688,00","0,00","4.965.012.688,00","-4.965.012.688,00"
,,,,3,2,5,2,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"3.400.000.000,00",,"0,00","3.400.000.000,00","0,00",,,,"3.400.000.000,00","0,00","3.400.000.000,00","0,00"
,,,,3,2,5,2,1,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"3.400.000.000,00","0,00","3.400.000.000,00","-3.400.000.000,00"
,,,,3,2,5,4,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"3.319.000.000,00",,"0,00","3.319.000.000,00","5.013.431.335,00",,,,"5.231.992.773,00","0,00","5.231.992.773,00","-1.912.992.773,00"
,,,,3,2,5,4,2,,,,,,,,,,,,,,,,,,OTRAS RECUPERACIONES,,,"0,00",,"0,00","0,00","5.013.431.335,00",,,,"5.231.992.773,00","0,00","5.231.992.773,00","-5.231.992.773,00"
,,,,3,2,5,5,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DEL BALANCE,,,"0,00",,"0,00","0,00","192.195.204,64",,,,"192.195.204,64","0,00","192.195.204,64","-192.195.204,64"
,,,,3,2,5,5,2,,,,,,,,,,,,,,,,,,INTERESES DE MORA,,,"0,00",,"0,00","0,00","192.195.204,64",,,,"192.195.204,64","0,00","192.195.204,64","-192.195.204,64"
21-01-01,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,,,1,,,,,,,,,,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,,,"0,00",,"0,00","0,00","5.258.093.186,00",,,,"91.552.607.872,94","0,00","91.552.607.872,94","-91.552.607.872,94"
,,,,1,2,,,,,,,,,,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","5.258.093.186,00",,,,"91.552.607.872,94","0,00","91.552.607.872,94","-91.552.607.872,94"
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","5.258.093.186,00",,,,"91.552.607.872,94","0,00","91.552.607.872,94","-91.552.607.872,94"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","5.258.093.186,00",,,,"91.552.607.872,94","0,00","91.552.607.872,94","-91.552.607.872,94"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","5.258.093.186,00",,,,"91.552.607.872,94","0,00","91.552.607.872,94","-91.552.607.872,94"
,,,,1,2,1,0,2,1,,,,,,,,,,,,,,,,,TASAS,,,"0,00",,"0,00","0,00","0,00",,,,"64.375.216.964,94","0,00","64.375.216.964,94","-64.375.216.964,94"
,,,,1,2,1,0,2,1,10,,,,,,,,,,,,,,,,PRIMA CONTRATOS DE ESTABILIDAD JURIDICA(LEY 963/05),,,"0,00",,"0,00","0,00","0,00",,,,"64.344.478.581,00","0,00","64.344.478.581,00","-64.344.478.581,00"
,,,,1,2,1,0,2,1,6,,,,,,,,,,,,,,,,ARRENDAMIENTOS,,,"0,00",,"0,00","0,00","0,00",,,,"30.738.383,94","0,00","30.738.383,94","-30.738.383,94"
,,,,1,2,1,0,2,4,,,,,,,,,,,,,,,,,CONTRIBUCIONES NO ESPECIFICADAS,,,"0,00",,"0,00","0,00","5.258.093.186,00",,,,"27.177.390.908,00","0,00","27.177.390.908,00","-27.177.390.908,00"
,,,,1,2,1,0,2,4,1,,,,,,,,,,,,,,,,CONTRIBUCIONES NO ESPECIFICADAS,,,"0,00",,"0,00","0,00","5.258.093.186,00",,,,"27.177.390.908,00","0,00","27.177.390.908,00","-27.177.390.908,00"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","33.720.985,92",,,,"322.024.817.317,18","12.332.000,00","322.012.485.317,18","-322.012.485.317,18"
,,,,2,2,,,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS DE ENTIDADES DESCENTRALIZADAS,,,"0,00",,"0,00","0,00","0,00",,,,"319.346.057.486,43","0,00","319.346.057.486,43","-319.346.057.486,43"
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS DE ENTIDADES DESCENTRALIZADAS,,,"0,00",,"0,00","0,00","0,00",,,,"319.346.057.486,43","0,00","319.346.057.486,43","-319.346.057.486,43"
,,,,2,2,0,0,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS DE ENTIDADES DESCENTRALIZADAS,,,"0,00",,"0,00","0,00","0,00",,,,"319.346.057.486,43","0,00","319.346.057.486,43","-319.346.057.486,43"
,,,,2,2,0,0,1,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS DE ENTIDADES DESCENTRALIZADAS,,,"0,00",,"0,00","0,00","0,00",,,,"319.346.057.486,43","0,00","319.346.057.486,43","-319.346.057.486,43"
,,,,2,2,0,0,1,1,,,,,,,,,,,,,,,,,ESTAPUBLICOS,,,"0,00",,"0,00","0,00","0,00",,,,"319.346.057.486,43","0,00","319.346.057.486,43","-319.346.057.486,43"
,,,,2,4,,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","5.423.269,49",,,,"420.259.324,41","0,00","420.259.324,41","-420.259.324,41"
,,,,2,4,0,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","5.423.269,49",,,,"420.259.324,41","0,00","420.259.324,41","-420.259.324,41"
,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","5.423.269,49",,,,"420.259.324,41","0,00","420.259.324,41","-420.259.324,41"
,,,,2,4,0,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","5.423.269,49",,,,"420.259.324,41","0,00","420.259.324,41","-420.259.324,41"
,,,,2,4,0,0,1,1,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,,,"0,00",,"0,00","0,00","5.423.269,49",,,,"419.848.699,16","0,00","419.848.699,16","-419.848.699,16"
,,,,2,4,0,0,1,7,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,,,"0,00",,"0,00","0,00","0,00",,,,"410.625,25","0,00","410.625,25","-410.625,25"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","22.126.284,43",,,,"2.214.853.164,34","12.332.000,00","2.202.521.164,34","-2.202.521.164,34"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","22.126.284,43",,,,"2.214.853.164,34","12.332.000,00","2.202.521.164,34","-2.202.521.164,34"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","22.126.284,43",,,,"2.214.853.164,34","12.332.000,00","2.202.521.164,34","-2.202.521.164,34"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","22.126.284,43",,,,"2.214.853.164,34","12.332.000,00","2.202.521.164,34","-2.202.521.164,34"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","22.126.284,43",,,,"2.214.853.164,34","12.332.000,00","2.202.521.164,34","-2.202.521.164,34"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"577.131.159,00","12.332.000,00","564.799.159,00","-564.799.159,00"
,,,,2,8,0,0,1,9,3,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,,,"0,00",,"0,00","0,00","22.126.284,43",,,,"1.637.722.005,34","0,00","1.637.722.005,34","-1.637.722.005,34"
,,,,2,9,,,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","6.171.432,00",,,,"43.647.342,00","0,00","43.647.342,00","-43.647.342,00"
,,,,2,9,0,,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","6.171.432,00",,,,"43.647.342,00","0,00","43.647.342,00","-43.647.342,00"
,,,,2,9,0,0,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","6.171.432,00",,,,"43.647.342,00","0,00","43.647.342,00","-43.647.342,00"
,,,,2,9,0,0,1,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","6.171.432,00",,,,"43.647.342,00","0,00","43.647.342,00","-43.647.342,00"
,,,,2,9,0,0,1,5,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"0,00",,"0,00","0,00","6.171.432,00",,,,"43.647.342,00","0,00","43.647.342,00","-43.647.342,00"
,,,,6,,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"822.601.412.000,00",,"-30.053.126.000,00","792.548.286.000,00","98.283.003.672,58",,,,"575.787.840.515,72","0,00","575.787.840.515,72","216.760.445.484,28"
,,,,6,0,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"822.601.412.000,00",,"-30.053.126.000,00","792.548.286.000,00","98.283.003.672,58",,,,"575.787.840.515,72","0,00","575.787.840.515,72","216.760.445.484,28"
,,,,6,0,0,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"822.601.412.000,00",,"-30.053.126.000,00","792.548.286.000,00","98.283.003.672,58",,,,"575.787.840.515,72","0,00","575.787.840.515,72","216.760.445.484,28"
,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","98.283.003.672,58",,,,"575.787.840.515,72","0,00","575.787.840.515,72","-575.787.840.515,72"
,,,,6,0,0,0,17,,,,,,,,,,,,,,,,,,FONDO ROTATORIO MINISTERIO DE MINAS Y ENERGIA,,,"121.871.000,00",,"0,00","121.871.000,00","408.904,22",,,,"676.956.960,46","0,00","676.956.960,46","-555.085.960,46"
,,,,6,0,0,0,17,2,,,,,,,,,,,,,,,,,CANONES SUPERFICIARIOS  ,,,"0,00",,"0,00","0,00","0,00",,,,"1.824.037,00","0,00","1.824.037,00","-1.824.037,00"
,,,,6,0,0,0,17,3,,,,,,,,,,,,,,,,,MULTAS ,,,"0,00",,"0,00","0,00","-910.000,00",,,,"673.056.750,22","0,00","673.056.750,22","-673.056.750,22"
,,,,6,0,0,0,17,6,,,,,,,,,,,,,,,,,FOTOCOPIAS,,,"0,00",,"0,00","0,00","1.318.904,22",,,,"2.076.173,24","0,00","2.076.173,24","-2.076.173,24"
,,,,6,0,0,0,39,,,,,,,,,,,,,,,,,,FONDO SOLIDARIDAD PARA SUBSIDIOS Y REDISTRIBUCION INGRESOS,,,"95.079.541.000,00",,"0,00","95.079.541.000,00","2.447.133.055,36",,,,"16.207.988.619,38","0,00","16.207.988.619,38","78.871.552.380,62"
,,,,6,0,0,0,39,1,,,,,,,,,,,,,,,,,CONTRIBUCION ,,,"0,00",,"0,00","0,00","2.447.133.055,36",,,,"16.207.988.619,38","0,00","16.207.988.619,38","-16.207.988.619,38"
,,,,6,0,0,0,52,,,,,,,,,,,,,,,,,,FONDO APOYO FINANCIERO ZONAS NO INTERCONECTADAS (FAZNI),,,"105.725.684.000,00",,"-6.031.000.000,00","99.694.684.000,00","8.622.839.936,76",,,,"102.089.694.279,98","0,00","102.089.694.279,98","-2.395.010.279,98"
,,,,6,0,0,0,52,1,,,,,,,,,,,,,,,,,CONTRIBUCION,,,"0,00",,"0,00","0,00","8.359.703.777,00",,,,"98.781.215.418,41","0,00","98.781.215.418,41","-98.781.215.418,41"
,,,,6,0,0,0,52,2,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS -FAZNI,,,"0,00",,"0,00","0,00","263.136.159,76",,,,"3.308.478.861,57","0,00","3.308.478.861,57","-3.308.478.861,57"
,,,,6,0,0,0,53,,,,,,,,,,,,,,,,,,FONDO APOYO FINANCIERO ZONAS RURALES INTERCONECTADAS(FAER),,,"111.250.000.000,00",,"-228.000.000,00","111.022.000.000,00","12.871.184.959,26",,,,"122.399.048.823,56","0,00","122.399.048.823,56","-11.377.048.823,56"
,,,,6,0,0,0,53,1,,,,,,,,,,,,,,,,,CONTRIBUCION -FAER,,,"0,00",,"0,00","0,00","10.626.498.861,00",,,,"113.642.721.497,00","0,00","113.642.721.497,00","-113.642.721.497,00"
,,,,6,0,0,0,53,2,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS-FAER,,,"0,00",,"0,00","0,00","2.244.686.098,26",,,,"8.756.327.326,56","0,00","8.756.327.326,56","-8.756.327.326,56"
,,,,6,0,0,0,57,,,,,,,,,,,,,,,,,,FONDO ESPECIAL DE ENERGIA SOCIAL-FOES,,,"126.100.000.000,00",,"-7.247.000.000,00","118.853.000.000,00","36.211.396.694,00",,,,"139.502.154.693,00","0,00","139.502.154.693,00","-20.649.154.693,00"
,,,,6,0,0,0,57,1,,,,,,,,,,,,,,,,,CONTRIBUCION -FOES,,,"0,00",,"0,00","0,00","25.417.873.120,00",,,,"128.708.631.119,00","0,00","128.708.631.119,00","-128.708.631.119,00"
,,,,6,0,0,0,57,2,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS- FOES,,,"0,00",,"0,00","0,00","10.793.523.574,00",,,,"10.793.523.574,00","0,00","10.793.523.574,00","-10.793.523.574,00"
,,,,6,0,0,0,62,,,,,,,,,,,,,,,,,,FONDO ESPECIAL CUOTA DE FOMENTO GAS NATURAL,,,"21.000.000.000,00",,"-14.147.126.000,00","6.852.874.000,00","8.760.065.322,95",,,,"47.736.907.348,18","0,00","47.736.907.348,18","-40.884.033.348,18"
,,,,6,0,0,0,62,1,,,,,,,,,,,,,,,,,CONTRIBUCION-FONDO ESPECIAL CUOTA DE FOMENTO GAS,,,"0,00",,"0,00","0,00","8.760.065.322,95",,,,"47.736.907.348,18","0,00","47.736.907.348,18","-47.736.907.348,18"
,,,,6,0,0,0,63,,,,,,,,,,,,,,,,,,FONDO ESPECIAL PARA PROGRAMA DE NORMALIZACION DE REDES ELECTRICAS ,,,"329.250.000.000,00",,"0,00","329.250.000.000,00","20.304.744.182,03",,,,"120.772.789.705,16","0,00","120.772.789.705,16","208.477.210.294,84"
,,,,6,0,0,0,63,1,,,,,,,,,,,,,,,,,CONTRIBUCION-FONDO ESPECIAL PARA EL PROGRAMA DE NORMALIZACION DE REDES ELECTRICAS,,,"0,00",,"0,00","0,00","19.380.020.301,00",,,,"113.255.174.127,24","0,00","113.255.174.127,24","-113.255.174.127,24"
,,,,6,0,0,0,63,2,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS PRONE,,,"0,00",,"0,00","0,00","924.723.881,03",,,,"7.517.615.577,92","0,00","7.517.615.577,92","-7.517.615.577,92"
,,,,6,0,0,0,73,,,,,,,,,,,,,,,,,,FONDO DESARROLLO PEQUEÑA Y MEDIANA MINERÍA (ART.151  LEY 1530 DE 2012),,,"5.074.316.000,00",,"0,00","5.074.316.000,00","0,00",,,,"0,00","0,00","0,00","5.074.316.000,00"
,,,,6,0,0,0,77,,,,,,,,,,,,,,,,,,FONDO DE ENERGÍAS NO CONVENCIONALES Y GESTIÓN EFICIENTE DE LA ENERGÍA,,,"29.000.000.000,00",,"-2.400.000.000,00","26.600.000.000,00","9.065.230.618,00",,,,"26.402.300.086,00","0,00","26.402.300.086,00","197.699.914,00"
21-01-13,MINISTERIO DE MINAS Y ENERGIA - COMISION DE REGULACION DE ENERGIA Y GAS - CREG -,,,6,,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"23.961.291.000,00",,"0,00","23.961.291.000,00","3.018.400.778,71",,,,"17.838.488.105,52","0,00","17.838.488.105,52","6.122.802.894,48"
,,,,6,0,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"23.961.291.000,00",,"0,00","23.961.291.000,00","3.018.400.778,71",,,,"17.838.488.105,52","0,00","17.838.488.105,52","6.122.802.894,48"
,,,,6,0,0,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"23.961.291.000,00",,"0,00","23.961.291.000,00","3.018.400.778,71",,,,"17.838.488.105,52","0,00","17.838.488.105,52","6.122.802.894,48"
,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","3.018.400.778,71",,,,"17.838.488.105,52","0,00","17.838.488.105,52","-17.838.488.105,52"
,,,,6,0,0,0,24,,,,,,,,,,,,,,,,,,COMISION DE REGULACION DE ENERGIA Y GAS,,,"23.961.291.000,00",,"0,00","23.961.291.000,00","3.018.400.778,71",,,,"17.838.488.105,52","0,00","17.838.488.105,52","6.122.802.894,48"
,,,,6,0,0,0,24,1,,,,,,,,,,,,,,,,,CONTRIBUCION COMISION DE REGULACION DE ENERGIA Y GAS,,,"0,00",,"0,00","0,00","3.008.478.074,00",,,,"17.300.191.345,42","0,00","17.300.191.345,42","-17.300.191.345,42"
,,,,6,0,0,0,24,2,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","9.922.704,71",,,,"366.176.616,10","0,00","366.176.616,10","-366.176.616,10"
,,,,6,0,0,0,24,3,,,,,,,,,,,,,,,,,FOTOCOPIAS,,,"0,00",,"0,00","0,00","0,00",,,,"188.900,00","0,00","188.900,00","-188.900,00"
,,,,6,0,0,0,24,5,,,,,,,,,,,,,,,,,INTERESES DE MORA,,,"0,00",,"0,00","0,00","0,00",,,,"12.091.491,00","0,00","12.091.491,00","-12.091.491,00"
,,,,6,0,0,0,24,6,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,,,"0,00",,"0,00","0,00","0,00",,,,"159.839.753,00","0,00","159.839.753,00","-159.839.753,00"
21-03-00,SERVICIO GEOLÓGICO COLOMBIANO,,,1,,,,,,,,,,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,,,"0,00",,"0,00","0,00","0,00",,,,"153.294,00","0,00","153.294,00","-153.294,00"
,,,,1,2,,,,,,,,,,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","0,00",,,,"153.294,00","0,00","153.294,00","-153.294,00"
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"153.294,00","0,00","153.294,00","-153.294,00"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"153.294,00","0,00","153.294,00","-153.294,00"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"153.294,00","0,00","153.294,00","-153.294,00"
,,,,1,2,1,0,2,2,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"153.294,00","0,00","153.294,00","-153.294,00"
,,,,1,2,1,0,2,2,5,,,,,,,,,,,,,,,,OTRAS MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"153.294,00","0,00","153.294,00","-153.294,00"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","642.441,00",,,,"91.090.142,00","0,00","91.090.142,00","-91.090.142,00"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","642.441,00",,,,"91.090.142,00","0,00","91.090.142,00","-91.090.142,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","642.441,00",,,,"91.090.142,00","0,00","91.090.142,00","-91.090.142,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","642.441,00",,,,"91.090.142,00","0,00","91.090.142,00","-91.090.142,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","642.441,00",,,,"91.090.142,00","0,00","91.090.142,00","-91.090.142,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","642.441,00",,,,"91.090.142,00","0,00","91.090.142,00","-91.090.142,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"70.364.412,00","0,00","70.364.412,00","-70.364.412,00"
,,,,2,8,0,0,1,9,3,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,,,"0,00",,"0,00","0,00","0,00",,,,"3.530.378,00","0,00","3.530.378,00","-3.530.378,00"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","642.441,00",,,,"17.195.352,00","0,00","17.195.352,00","-17.195.352,00"
,,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"7.159.000.000,00",,"2.400.896.723,00","9.559.896.723,00","1.219.682.634,17",,,,"14.139.060.792,16","0,00","14.139.060.792,16","-4.579.164.069,16"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"7.159.000.000,00",,"2.400.896.723,00","9.559.896.723,00","1.218.087.849,17",,,,"14.101.049.534,85","0,00","14.101.049.534,85","-4.541.152.811,85"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"7.159.000.000,00",,"2.400.896.723,00","9.559.896.723,00","1.218.087.849,17",,,,"14.101.049.534,85","0,00","14.101.049.534,85","-4.541.152.811,85"
,,,,3,1,2,1,,,,,,,,,,,,,,,,,,,VENTA DE BIENES Y SERVICIOS,,,"0,00",,"0,00","0,00","762.535.287,17",,,,"9.835.906.707,02","0,00","9.835.906.707,02","-9.835.906.707,02"
