Niv1,Niv2,Niv3,Niv4,Num,Con,,Des1,,Des2,Des3,Des4,Des5,Des6,Des7,Des8,Des9,Des10,Des11,Des12,Des13,Des14,Descripción,AFORO INICIAL,,,MODIFICACIONES AFORO,AFORO VIGENTE,,,RECAUDO EN EFECTIVO MES,,RECAUDO EN EFECTIVO ACUMULADO,DEVOLUCIONES PAGADAS ACUMULADAS,,,,RECAUDO EN EFECTIVO ACUMULADO NETO,SALDO DE AFORO POR RECAUDAR
3,1,2,1,2,6,,2,,,,,,,,,,,,,,,PASAPORTES,"0,00",,,"0,00","0,00",,,"9.455.543.380,07",,"125.695.554.446,85","10.515.400,00",,,,"125.685.039.046,85","-125.685.039.046,85"
3,1,2,1,2,6,,4,,,,,,,,,,,,,,,ANTECEDENTES Y CERTIFICACIONES,"0,00",,,"0,00","0,00",,,"1.061.988.093,72",,"10.742.299.624,50","867.438,00",,,,"10.741.432.186,50","-10.741.432.186,50"
3,1,2,1,2,6,,5,,,,,,,,,,,,,,,CARNÉS,"0,00",,,"0,00","0,00",,,"11.510.080,00",,"92.723.306,00","0,00",,,,"92.723.306,00","-92.723.306,00"
3,1,2,1,2,6,,6,,,,,,,,,,,,,,,TARJETAS PROFESIONALES,"0,00",,,"0,00","0,00",,,"528.332.300,00",,"5.898.125.019,00","67.102.000,00",,,,"5.831.023.019,00","-5.831.023.019,00"
3,1,2,1,2,7,,,,,,,,,,,,,,,,,SERVICIOS INFORMATICOS,"0,00",,,"0,00","0,00",,,"0,00",,"0,00","0,00",,,,"0,00","0,00"
3,1,2,1,2,7,,1,,,,,,,,,,,,,,,SERVICIOS DE INFORMACION ARRENDAMIENTO DE EQUIPO Y ACCESORIOS,"0,00",,,"0,00","0,00",,,"0,00",,"0,00","0,00",,,,"0,00","0,00"
3,1,2,1,2,8,,,,,,,,,,,,,,,,,OTROS SERVICIOS,"0,00",,,"0,00","0,00",,,"49.316.234.559,47",,"339.012.923.796,49","573.349.438,65",,,,"338.439.574.357,84","-338.439.574.357,84"
3,1,2,1,2,8,,1,,,,,,,,,,,,,,,SERVICIOS DE APOYO INDUSTRIAL,"0,00",,,"0,00","0,00",,,"111.414.964,00",,"604.284.317,00","7.794.645,00",,,,"596.489.672,00","-596.489.672,00"
3,1,2,1,2,8,,11,,,,,,,,,,,,,,,SERVICIOS DE SEGURIDAD Y ESCOLTA,"0,00",,,"0,00","0,00",,,"7.539.191.045,81",,"65.358.602.106,97","0,00",,,,"65.358.602.106,97","-65.358.602.106,97"
3,1,2,1,2,8,,14,,,,,,,,,,,,,,,SERVICIOS DE PROCESO DE SELECCION,"0,00",,,"0,00","0,00",,,"7.201.167.599,78",,"79.206.139.158,87","336.750.221,00",,,,"78.869.388.937,87","-78.869.388.937,87"
3,1,2,1,2,8,,2,,,,,,,,,,,,,,,TRANSFERENCIA DE TECNOLOGIA,"0,00",,,"0,00","0,00",,,"49.603.400,00",,"112.702.206,00","0,00",,,,"112.702.206,00","-112.702.206,00"
3,1,2,1,2,8,,3,,,,,,,,,,,,,,,ASISTENCIA TECNICA,"0,00",,,"0,00","0,00",,,"19.656.497.543,87",,"91.936.683.895,95","141.772.480,00",,,,"91.794.911.415,95","-91.794.911.415,95"
3,1,2,1,2,8,,4,,,,,,,,,,,,,,,SERVICIOS INFORMATIVOS,"0,00",,,"0,00","0,00",,,"2.955.897.546,60",,"17.955.974.992,58","8.797.855,00",,,,"17.947.177.137,58","-17.947.177.137,58"
3,1,2,1,2,8,,6,,,,,,,,,,,,,,,ADMINISTRACION DE PROYECTOS,"48.925.000.000,00",,,"2.249.770.000,00","51.174.770.000,00",,,"11.427.574.232,14",,"80.417.383.114,85","74.387.567,65",,,,"80.342.995.547,20","-29.168.225.547,20"
3,1,2,1,2,8,,7,,,,,,,,,,,,,,,"SERVICIOS RECREATIVOS,CULTURALES Y DEPORTIVOS","10.000.000,00",,,"0,00","10.000.000,00",,,"0,00",,"13.009.000,00","0,00",,,,"13.009.000,00","-3.009.000,00"
3,1,2,1,2,8,,8,,,,,,,,,,,,,,,SERVICIOS DE INVESTIGACION CIENTIFICA Y TECNOLOGICA,"0,00",,,"0,00","0,00",,,"374.888.227,27",,"3.198.145.004,27","3.846.670,00",,,,"3.194.298.334,27","-3.194.298.334,27"
3,1,2,1,2,8,,9,,,,,,,,,,,,,,,ORGANIZACION DE EVENTOS,"0,00",,,"0,00","0,00",,,"0,00",,"210.000.000,00","0,00",,,,"210.000.000,00","-210.000.000,00"
3,1,2,3,,,,,,,,,,,,,,,,,,,OPERACIONES COMERCIALES,"407.985.777.122,00",,,"251.203.354.894,62","659.189.132.016,62",,,"64.411.504.739,17",,"639.005.543.902,45","33.057.456,00",,,,"638.972.486.446,45","20.216.645.570,17"
3,1,2,3,1,,,,,,,,,,,,,,,,,,BIENES COMERCIALIZADOS,"0,00",,,"0,00","0,00",,,"62.025.917.901,84",,"615.206.955.158,14","0,00",,,,"615.206.955.158,14","-615.206.955.158,14"
3,1,2,3,1,1,,,,,,,,,,,,,,,,,IMPRESOS Y PUBLICACIONES,"0,00",,,"0,00","0,00",,,"4.568.900,00",,"81.011.275,00","0,00",,,,"81.011.275,00","-81.011.275,00"
3,1,2,3,1,13,,,,,,,,,,,,,,,,,"PRODUCTOS AGROPECUARIOS, DE SILVICULTURA, AVICULTURA Y PEZCA","41.500.000,00",,,"0,00","41.500.000,00",,,"1.032.256,00",,"26.843.312,00","0,00",,,,"26.843.312,00","14.656.688,00"
3,1,2,3,1,16,,,,,,,,,,,,,,,,,VIVERES Y RANCHO,"0,00",,,"0,00","0,00",,,"29.936.480.411,00",,"388.302.225.429,85","0,00",,,,"388.302.225.429,85","-388.302.225.429,85"
3,1,2,3,1,17,,,,,,,,,,,,,,,,,CONSTRUCCIONES,"65.639.000.000,00",,,"32.715.054.783,62","98.354.054.783,62",,,"16.343.345.662,64",,"61.504.565.258,84","0,00",,,,"61.504.565.258,84","36.849.489.524,78"
3,1,2,3,1,2,,,,,,,,,,,,,,,,,ESPECIES VALORADAS,"0,00",,,"0,00","0,00",,,"5.920.114.915,50",,"24.499.478.503,32","0,00",,,,"24.499.478.503,32","-24.499.478.503,32"
3,1,2,3,1,3,,,,,,,,,,,,,,,,,COMBUSTIBLES Y OTROS DERIVADOS DEL PETROLEO,"0,00",,,"0,00","0,00",,,"9.774.374.260,20",,"140.589.590.019,63","0,00",,,,"140.589.590.019,63","-140.589.590.019,63"
3,1,2,3,1,4,,,,,,,,,,,,,,,,,SEMOVIENTES,"10.000.000,00",,,"0,00","10.000.000,00",,,"38.577.000,00",,"111.096.300,00","0,00",,,,"111.096.300,00","-101.096.300,00"
3,1,2,3,1,7,,,,,,,,,,,,,,,,,ELEMENTOS PARA INVIDENTES,"0,00",,,"0,00","0,00",,,"7.424.496,50",,"92.145.059,50","0,00",,,,"92.145.059,50","-92.145.059,50"
3,1,2,3,2,,,,,,,,,,,,,,,,,,SERVICIOS COMERCIALIZADOS,"0,00",,,"0,00","0,00",,,"2.385.586.837,33",,"23.798.588.744,31","33.057.456,00",,,,"23.765.531.288,31","-23.765.531.288,31"
3,1,2,3,2,2,,,,,,,,,,,,,,,,,MANTENIMIENTO,"3.936.000.000,00",,,"0,00","3.936.000.000,00",,,"0,00",,"0,00","0,00",,,,"0,00","3.936.000.000,00"
3,1,2,3,2,4,,,,,,,,,,,,,,,,,RECURSOS RECIBIDOS EN ADMINISTRACION,"0,00",,,"0,00","0,00",,,"561.703.722,00",,"9.497.508.801,97","0,00",,,,"9.497.508.801,97","-9.497.508.801,97"
3,1,2,3,2,6,,,,,,,,,,,,,,,,,SUMINISTRO DE BEBIDAS Y ALIMENTOS,"0,00",,,"0,00","0,00",,,"1.040.308.954,33",,"9.517.260.719,27","30.725.332,00",,,,"9.486.535.387,27","-9.486.535.387,27"
3,1,2,3,2,7,,,,,,,,,,,,,,,,,ALOJAMIENTO,"0,00",,,"0,00","0,00",,,"332.278.288,44",,"3.222.270.190,51","2.332.124,00",,,,"3.219.938.066,51","-3.219.938.066,51"
3,1,2,3,2,8,,,,,,,,,,,,,,,,,"SERVICIOS RECREATIVOS,CULTURALES Y DEPORTIVOS","0,00",,,"0,00","0,00",,,"50.858.212,54",,"667.056.074,02","0,00",,,,"667.056.074,02","-667.056.074,02"
3,1,2,3,2,9,,,,,,,,,,,,,,,,,ORGANIZACION DE EVENTOS,"0,00",,,"0,00","0,00",,,"400.437.660,02",,"894.492.958,54","0,00",,,,"894.492.958,54","-894.492.958,54"
3,1,2,4,,,,,,,,,,,,,,,,,,,APORTES PATRONALES,"12.464.607.000,00",,,"0,00","12.464.607.000,00",,,"584.365.726,00",,"9.585.307.437,01","0,00",,,,"9.585.307.437,01","2.879.299.562,99"
3,1,2,4,1,,,,,,,,,,,,,,,,,,COTIZACIONES PATRONALES,"0,00",,,"0,00","0,00",,,"584.365.726,00",,"9.585.307.437,01","0,00",,,,"9.585.307.437,01","-9.585.307.437,01"
3,1,2,5,,,,,,,,,,,,,,,,,,,APORTES DE AFILIADOS,"378.522.206.000,00",,,"0,00","378.522.206.000,00",,,"48.845.885.528,64",,"387.281.751.990,06","1.508.314,43",,,,"387.280.243.675,63","-8.758.037.675,63"
3,1,2,5,1,,,,,,,,,,,,,,,,,,COTIZACIONES DE AFILIADOS,"186.425.471.000,00",,,"0,00","186.425.471.000,00",,,"48.845.885.528,64",,"387.265.427.139,06","1.508.314,43",,,,"387.263.918.824,63","-200.838.447.824,63"
3,1,2,5,2,,,,,,,,,,,,,,,,,,OTROS APORTES,"0,00",,,"0,00","0,00",,,"0,00",,"16.324.851,00","0,00",,,,"16.324.851,00","-16.324.851,00"
3,1,2,6,,,,,,,,,,,,,,,,,,,APORTES DE OTRAS ENTIDADES,"65.514.863.000,00",,,"28.813.871.469,00","94.328.734.469,00",,,"14.255.018.245,01",,"120.060.725.970,80","46.771.402,55",,,,"120.013.954.568,25","-25.685.220.099,25"
3,1,2,6,1,,,,,,,,,,,,,,,,,,APORTES DE OTRAS ENTIDADES,"0,00",,,"0,00","0,00",,,"14.255.018.245,01",,"120.060.725.970,80","46.771.402,55",,,,"120.013.954.568,25","-120.013.954.568,25"
3,1,2,6,1,1,,,,,,,,,,,,,,,,,APOYO A PROGRAMAS DE INVERSION,"862.353.167,00",,,"0,00","862.353.167,00",,,"3.748.660.446,00",,"32.777.756.453,18","15.201.058,55",,,,"32.762.555.394,63","-31.900.202.227,63"
3,1,2,6,1,2,,,,,,,,,,,,,,,,,APORTE CAPACIDAD OPERATIVA,"5.100.000.000,00",,,"0,00","5.100.000.000,00",,,"4.567.743.124,75",,"52.085.123.599,80","0,00",,,,"52.085.123.599,80","-46.985.123.599,80"
3,1,2,6,1,3,,,,,,,,,,,,,,,,,APORTES NOTARIOS,"0,00",,,"0,00","0,00",,,"1.358.794.131,00",,"12.769.596.667,35","31.570.344,00",,,,"12.738.026.323,35","-12.738.026.323,35"
3,1,2,6,1,5,,,,,,,,,,,,,,,,,APORTES PENSIONES Y CUOTAS PARTES PENSIONALES,"0,00",,,"0,00","0,00",,,"4.579.820.543,26",,"22.428.249.250,47","0,00",,,,"22.428.249.250,47","-22.428.249.250,47"
3,1,2,6,1,5,,2,,,,,,,,,,,,,,,CUOTAS PARTES PENSIONALES,"0,00",,,"0,00","0,00",,,"4.579.820.543,26",,"22.428.249.250,47","0,00",,,,"22.428.249.250,47","-22.428.249.250,47"
3,1,2,6,1,5,,2,,1,,,,,,,,,,,,,CUOTAS PARTES PENSIONALES- ADMINISTRADORAS,"0,00",,,"0,00","0,00",,,"4.429.352.997,00",,"20.938.988.620,00","0,00",,,,"20.938.988.620,00","-20.938.988.620,00"
3,1,2,6,1,5,,2,,2,,,,,,,,,,,,,CUOTAS PARTES PENSIONALES-EMPLEADORAS,"420.000.000,00",,,"0,00","420.000.000,00",,,"150.467.546,26",,"1.489.260.630,47","0,00",,,,"1.489.260.630,47","-1.069.260.630,47"
3,1,2,7,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","3.806.827.596.229,00",,,"-102.529.288.961,00","3.704.298.307.268,00",,,"525.441.087.425,94",,"5.368.908.419.568,50","14.137.468.525,29",,,,"5.354.770.951.043,21","-1.650.472.643.775,21"
3,1,2,7,1,,,,,,,,,,,,,,,,,,TASAS,"0,00",,,"0,00","0,00",,,"473.709.046.770,66",,"4.373.241.177.131,58","8.483.686.369,22",,,,"4.364.757.490.762,36","-4.364.757.490.762,36"
3,1,2,7,1,1,,,,,,,,,,,,,,,,,INSCRIPCIONES,"0,00",,,"0,00","0,00",,,"12.217.263.031,19",,"161.494.811.241,13","3.279.399.945,00",,,,"158.215.411.296,13","-158.215.411.296,13"
3,1,2,7,1,10,,,,,,,,,,,,,,,,,REGISTRO DE INSTRUMENTOS PUBLICOS,"0,00",,,"0,00","0,00",,,"26.988.440.897,29",,"239.083.464.958,27","2.312.525.688,00",,,,"236.770.939.270,27","-236.770.939.270,27"
3,1,2,7,1,11,,,,,,,,,,,,,,,,,VISAS,"0,00",,,"0,00","0,00",,,"2.737.927.285,24",,"37.929.054.474,21","772.720,00",,,,"37.928.281.754,21","-37.928.281.754,21"
3,1,2,7,1,12,,,,,,,,,,,,,,,,,APOSTILLAS,"0,00",,,"0,00","0,00",,,"1.193.479.532,54",,"15.348.289.482,11","155.000,00",,,,"15.348.134.482,11","-15.348.134.482,11"
3,1,2,7,1,13,,,,,,,,,,,,,,,,,PERMISOS,"2.400.000.000,00",,,"0,00","2.400.000.000,00",,,"669.475.411,00",,"627.181.683.327,70","550.620,00",,,,"627.181.132.707,70","-624.781.132.707,70"
3,1,2,7,1,14,,,,,,,,,,,,,,,,,TASA DESINCENTIVO CONSUMO DE AGUA,"0,00",,,"0,00","0,00",,,"112.546,00",,"4.351.564.070,00","177.987.000,00",,,,"4.173.577.070,00","-4.173.577.070,00"
3,1,2,7,1,15,,,,,,,,,,,,,,,,,CONCESIONES,"287.153.655.690,00",,,"-12.093.250.038,00","275.060.405.652,00",,,"30.705.065.486,98",,"861.968.913.435,08","309.023.859,59",,,,"861.659.889.575,49","-586.599.483.923,49"
3,1,2,7,1,17,,,,,,,,,,,,,,,,,USO DEL ESPECTRO,"0,00",,,"0,00","0,00",,,"198.069.800,00",,"349.919.929.507,00","539.654.640,00",,,,"349.380.274.867,00","-349.380.274.867,00"
3,1,2,7,1,18,,,,,,,,,,,,,,,,,DERECHOS ECONOMICOS,"187.060.400.000,00",,,"-11.371.741.585,00","175.688.658.415,00",,,"157.076.765.325,73",,"1.008.012.806.076,72","0,00",,,,"1.008.012.806.076,72","-832.324.147.661,72"
3,1,2,7,1,19,,,,,,,,,,,,,,,,,TASA DE INSPECCION Y VIGILANCIA,"0,00",,,"0,00","0,00",,,"16.983.314.561,00",,"94.681.808.794,91","32.531.288,00",,,,"94.649.277.506,91","-94.649.277.506,91"
3,1,2,7,1,2,,,,,,,,,,,,,,,,,PEAJES,"241.079.024.300,00",,,"0,00","241.079.024.300,00",,,"165.959.365.501,02",,"554.857.946.548,85","0,00",,,,"554.857.946.548,85","-313.778.922.248,85"
3,1,2,7,1,20,,,,,,,,,,,,,,,,,CEDULAS DE EXTRANJERIA,"11.000.000.000,00",,,"0,00","11.000.000.000,00",,,"742.077.528,00",,"10.685.302.884,56","1.593.514,00",,,,"10.683.709.370,56","316.290.629,44"
3,1,2,7,1,21,,,,,,,,,,,,,,,,,MOVIMIENTOS MIGRATORIOS,"9.964.752.000,00",,,"0,00","9.964.752.000,00",,,"1.318.758.958,50",,"14.864.072.144,49","3.082.400,00",,,,"14.860.989.744,49","-4.896.237.744,49"
3,1,2,7,1,22,,,,,,,,,,,,,,,,,DERECHOS DE PROPIEDAD INDUSTRIAL,"0,00",,,"0,00","0,00",,,"5.067.817.574,00",,"52.873.650.240,92","61.761.246,00",,,,"52.811.888.994,92","-52.811.888.994,92"
3,1,2,7,1,5,,,,,,,,,,,,,,,,,LICENCIAS,"0,00",,,"0,00","0,00",,,"11.166.923.588,00",,"73.722.086.644,00","1.685.140.353,20",,,,"72.036.946.290,80","-72.036.946.290,80"
3,1,2,7,1,6,,,,,,,,,,,,,,,,,REGISTRO SALVOCONDUCTO,"902.248.000,00",,,"0,00","902.248.000,00",,,"452.924.555,00",,"1.410.283.258,00","0,00",,,,"1.410.283.258,00","-508.035.258,00"
3,1,2,7,1,7,,,,,,,,,,,,,,,,,ARRENDAMIENTOS,"28.061.650.320,00",,,"-4.501.923.141,00","23.559.727.179,00",,,"7.712.649.166,17",,"77.538.326.246,43","77.294.195,43",,,,"77.461.032.051,00","-53.901.304.872,00"
3,1,2,7,1,8,,,,,,,,,,,,,,,,,CONTRAPRESTACIONES ,"164.000.000.000,00",,,"0,00","164.000.000.000,00",,,"30.673.189.760,00",,"180.226.016.410,20","0,00",,,,"180.226.016.410,20","-16.226.016.410,20"
3,1,2,7,1,9,,,,,,,,,,,,,,,,,CARGA EXTRAPESADA,"6.643.000.000,00",,,"0,00","6.643.000.000,00",,,"1.845.426.263,00",,"7.091.167.387,00","2.213.900,00",,,,"7.088.953.487,00","-445.953.487,00"
3,1,2,7,2,,,,,,,,,,,,,,,,,,MULTAS,"0,00",,,"0,00","0,00",,,"27.859.939.789,38",,"434.986.261.248,76","4.944.657.912,94",,,,"430.041.603.335,82","-430.041.603.335,82"
3,1,2,7,2,1,,,,,,,,,,,,,,,,,MULTAS,"44.609.987.000,00",,,"0,00","44.609.987.000,00",,,"27.859.939.789,38",,"434.986.261.248,76","4.944.657.912,94",,,,"430.041.603.335,82","-385.431.616.335,82"
3,1,2,7,3,,,,,,,,,,,,,,,,,,SANCIONES,"0,00",,,"0,00","0,00",,,"1.987.797.913,66",,"13.716.016.718,70","45.306.525,00",,,,"13.670.710.193,70","-13.670.710.193,70"
3,1,2,7,3,1,,,,,,,,,,,,,,,,,SANCIONES,"930.507.990,00",,,"0,00","930.507.990,00",,,"1.987.797.913,66",,"13.716.016.718,70","45.306.525,00",,,,"13.670.710.193,70","-12.740.202.203,70"
3,1,2,7,4,,,,,,,,,,,,,,,,,,CONTRIBUCIONES,"0,00",,,"0,00","0,00",,,"21.884.302.952,24",,"546.964.964.469,46","663.817.718,13",,,,"546.301.146.751,33","-546.301.146.751,33"
3,1,2,7,4,1,,,,,,,,,,,,,,,,,CONTRIBUCIONES,"150.295.260.000,00",,,"-2.880.122.616,00","147.415.137.384,00",,,"21.884.302.952,24",,"546.964.964.469,46","663.817.718,13",,,,"546.301.146.751,33","-398.886.009.367,33"
3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,"549.784.118.420,00",,,"-23.677.586.961,00","526.106.531.459,00",,,"139.369.312.525,13",,"636.673.285.564,57","2.667.977.883,68",,,,"634.005.307.680,89","-107.898.776.221,89"
3,1,2,8,1,,,,,,,,,,,,,,,,,,ORDINARIOS,"0,00",,,"0,00","0,00",,,"110.339.240.210,08",,"408.991.635.584,77","1.256.279.173,25",,,,"407.735.356.411,52","-407.735.356.411,52"
3,1,2,8,1,1,,,,,,,,,,,,,,,,,COMISIONES,"9.589.000.000,00",,,"0,00","9.589.000.000,00",,,"20.567.410.993,21",,"199.652.122.044,16","0,00",,,,"199.652.122.044,16","-190.063.122.044,16"
3,1,2,8,1,2,,,,,,,,,,,,,,,,,CONTRATOS PARA LA GESTION DE SERVICIOS PUBLICOS,"0,00",,,"0,00","0,00",,,"176.120.279,42",,"3.981.119.869,33","0,00",,,,"3.981.119.869,33","-3.981.119.869,33"
3,1,2,8,1,3,,,,,,,,,,,,,,,,,AMORTIZACION A PRESTAMOS,"94.992.426.400,00",,,"0,00","94.992.426.400,00",,,"66.892.549.538,75",,"134.284.028.503,44","1.339.699,00",,,,"134.282.688.804,44","-39.290.262.404,44"
3,1,2,8,1,4,,,,,,,,,,,,,,,,,INTERESES CORRIENTES,"18.872.095.856,00",,,"4.390.605.000,00","23.262.700.856,00",,,"19.563.519.441,10",,"33.303.235.478,73","1.029.000,00",,,,"33.302.206.478,73","-10.039.505.622,73"
3,1,2,8,1,5,,,,,,,,,,,,,,,,,CUOTA DE SOSTENIMIENTO,"0,00",,,"0,00","0,00",,,"3.139.639.957,60",,"37.771.129.689,11","1.253.910.474,25",,,,"36.517.219.214,86","-36.517.219.214,86"
3,1,2,8,1,5,,1,,,,,,,,,,,,,,,CUOTA DE SOSTENIMIENTO,"4.799.850.000,00",,,"0,00","4.799.850.000,00",,,"0,00",,"0,00","0,00",,,,"0,00","4.799.850.000,00"
3,1,2,8,1,5,,2,,,,,,,,,,,,,,,SERVICIOS PUBLICOS,"4.431.000.000,00",,,"0,00","4.431.000.000,00",,,"386.384.713,67",,"4.525.024.894,12","1.186.509.799,21",,,,"3.338.515.094,91","1.092.484.905,09"
3,1,2,8,1,5,,3,,,,,,,,,,,,,,,FONDO DE GARANTIA DE MANTENIMIENTO,"0,00",,,"0,00","0,00",,,"382.236.427,85",,"5.061.733.748,97","14.786.473,32",,,,"5.046.947.275,65","-5.046.947.275,65"
3,1,2,8,1,5,,4,,,,,,,,,,,,,,,AREAS COMUNES,"2.300.000.000,00",,,"0,00","2.300.000.000,00",,,"215.379.851,08",,"2.438.054.304,02","6.219.623,72",,,,"2.431.834.680,30","-131.834.680,30"
3,1,2,8,1,5,,5,,,,,,,,,,,,,,,CUOTAS SOCIOS,"0,00",,,"0,00","0,00",,,"2.155.638.965,00",,"25.746.316.742,00","46.394.578,00",,,,"25.699.922.164,00","-25.699.922.164,00"
3,1,2,8,2,,,,,,,,,,,,,,,,,,EXTRAORDINARIOS,"36.050.000,00",,,"0,00","36.050.000,00",,,"29.030.072.315,05",,"227.681.649.979,80","1.411.698.710,43",,,,"226.269.951.269,37","-226.233.901.269,37"
3,1,2,8,2,1,,,,,,,,,,,,,,,,,RECUPERACIONES,"106.369.465.200,00",,,"0,00","106.369.465.200,00",,,"10.935.678.839,77",,"65.748.438.513,89","871.738.762,33",,,,"64.876.699.751,56","41.492.765.448,44"
3,1,2,8,2,10,,,,,,,,,,,,,,,,,CONSERVACION DOCUMENTAL,"0,00",,,"0,00","0,00",,,"1.707.386.467,26",,"8.520.874.856,53","0,00",,,,"8.520.874.856,53","-8.520.874.856,53"
3,1,2,8,2,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,"559.657.544,00",,,"0,00","559.657.544,00",,,"1.211.793.057,15",,"16.593.833.902,16","539.959.948,10",,,,"16.053.873.954,06","-15.494.216.410,06"
3,1,2,8,2,3,,,,,,,,,,,,,,,,,INDEMNIZACIONES,"27.900.000,00",,,"0,00","27.900.000,00",,,"1.134.146.422,21",,"29.555.377.134,44","0,00",,,,"29.555.377.134,44","-29.527.477.134,44"
3,1,2,8,2,4,,,,,,,,,,,,,,,,,CUOTA ALIMENTARIA-HOGARES SUSTITUTOS,"0,00",,,"0,00","0,00",,,"9.256.600,00",,"141.550.498,20","0,00",,,,"141.550.498,20","-141.550.498,20"
3,1,2,8,2,5,,,,,,,,,,,,,,,,,DEVOLUCION IVA,"0,00",,,"0,00","0,00",,,"12.719.000.187,00",,"104.828.444.295,00","0,00",,,,"104.828.444.295,00","-104.828.444.295,00"
3,1,2,8,2,6,,,,,,,,,,,,,,,,,BIENES MOSTRENCOS Y VOCACIONES HEREDITARIAS,"0,00",,,"0,00","0,00",,,"1.296.417.837,40",,"2.032.964.922,27","0,00",,,,"2.032.964.922,27","-2.032.964.922,27"
3,1,2,8,2,7,,,,,,,,,,,,,,,,,FOTOCOPIAS,"56.000.000,00",,,"0,00","56.000.000,00",,,"5.421.980,98",,"82.631.696,10","0,00",,,,"82.631.696,10","-26.631.696,10"
3,1,2,8,2,8,,,,,,,,,,,,,,,,,REMATES,"0,00",,,"0,00","0,00",,,"0,00",,"568.000,00","0,00",,,,"568.000,00","-568.000,00"
3,1,2,8,2,9,,,,,,,,,,,,,,,,,PRUEBAS DE PATERNIDAD,"0,00",,,"0,00","0,00",,,"10.970.923,28",,"176.966.161,21","0,00",,,,"176.966.161,21","-176.966.161,21"
3,1,2,9,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,"522.366.355.857,00",,,"-894.000.000,00","521.472.355.857,00",,,"118.286.681.658,32",,"584.797.742.988,23","858.628.575,14",,,,"583.939.114.413,09","-62.466.758.556,09"
3,1,2,9,1,,,,,,,,,,,,,,,,,,FONDO DE REPARACION DE VICTIMAS,"0,00",,,"0,00","0,00",,,"282.796.705,00",,"9.687.325.516,18","0,00",,,,"9.687.325.516,18","-9.687.325.516,18"
3,1,2,9,1,1,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS FONDO DE REPARACION DE VICTIMAS,"0,00",,,"0,00","0,00",,,"2.983.507,00",,"6.272.462,02","0,00",,,,"6.272.462,02","-6.272.462,02"
3,1,2,9,1,1,,3,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPOSITOS EN ADMINISTRACION,"0,00",,,"0,00","0,00",,,"2.983.507,00",,"6.272.462,02","0,00",,,,"6.272.462,02","-6.272.462,02"
3,1,2,9,1,4,,,,,,,,,,,,,,,,,POR BIENES Y RECURSOS DECLARADOS A FAVOR DE LA NACION,"0,00",,,"0,00","0,00",,,"279.813.198,00",,"9.681.053.054,16","0,00",,,,"9.681.053.054,16","-9.681.053.054,16"
3,1,2,9,10,,,,,,,,,,,,,,,,,,FONDO ESPECIAL PARA LA ADMINISTRACION DE BIENES DE LA FISCALIA GENERAL DE LA NACION,"0,00",,,"0,00","0,00",,,"75.858.889.987,58",,"76.053.713.114,72","0,00",,,,"76.053.713.114,72","-76.053.713.114,72"
3,1,2,9,10,1,,,,,,,,,,,,,,,,,ARRENDAMIENTOS,"0,00",,,"0,00","0,00",,,"22.471.942,00",,"86.366.063,00","0,00",,,,"86.366.063,00","-86.366.063,00"
3,1,2,9,10,10,,,,,,,,,,,,,,,,,TITULOS JUDICIALES PRESCRITOS,"0,00",,,"0,00","0,00",,,"17.417.728.125,55",,"17.520.066.068,61","0,00",,,,"17.520.066.068,61","-17.520.066.068,61"
3,1,2,9,10,14,,,,,,,,,,,,,,,,,RECURSOS FRISCO,"0,00",,,"0,00","0,00",,,"12.446.000.000,00",,"12.446.000.000,00","0,00",,,,"12.446.000.000,00","-12.446.000.000,00"
3,1,2,9,10,2,,,,,,,,,,,,,,,,,VENTA DE MATERIAL RECICLAJE E INSERVIBLE,"0,00",,,"0,00","0,00",,,"44.091.400,00",,"57.114.800,00","0,00",,,,"57.114.800,00","-57.114.800,00"
3,1,2,9,10,3,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,"0,00",,,"0,00","0,00",,,"36.119.210.999,03",,"36.119.210.999,03","0,00",,,,"36.119.210.999,03","-36.119.210.999,03"
3,1,2,9,10,4,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"0,00",,,"0,00","0,00",,,"45.706.508,00",,"61.274.171,08","0,00",,,,"61.274.171,08","-61.274.171,08"
3,1,2,9,10,6,,,,,,,,,,,,,,,,,VENTA DE INMUEBLES,"0,00",,,"0,00","0,00",,,"9.727.160.977,00",,"9.727.160.977,00","0,00",,,,"9.727.160.977,00","-9.727.160.977,00"
3,1,2,9,10,8,,,,,,,,,,,,,,,,,INDEMNIZACION DE BIENES MUEBLES,"0,00",,,"0,00","0,00",,,"36.520.036,00",,"36.520.036,00","0,00",,,,"36.520.036,00","-36.520.036,00"
3,1,2,9,11,,,,,,,,,,,,,,,,,,FONDO CUENTA DE CURADORES URBANOS,"0,00",,,"0,00","0,00",,,"685.842.094,00",,"3.863.060.105,02","0,00",,,,"3.863.060.105,02","-3.863.060.105,02"
